immigrant,female,black,hispanic,white,mixedrace,urban1997,rural1997,never_married,married,separated,divorced,widowed,ever_in_gang,victim_breakin_lt12yrs,victim_bully_lt12yrs,victim_shooting_lt12yrs,victim_breakin_12to18,victim_bully_12to18,victim_shooting_12to18,VictViolentCrime,ms_suspension,hs_suspension,hs_grad,college_degree,ged,special_education_history,bilingual_education_history,gifted_education_history,veteran,age,days_ms_suspension,days_hs_suspension,number_grades_repeated,number_grades_skipped,years_education_completed,highest_degree,SAT_math_score_2007,SAT_verbal_score_2007,ACT_score_2007,number_schools_attended,parent_expectation_in_jail_by20,age_first_incarcerated,income1996IA,income1997IA,income1998IA,income1999IA,income2000IA,income2001IA,income2002IA,income2003IA,income2004IA,income2005IA,income2006IA,income2007IA,income2008IA,income2009IA,income2010IA,income2012IA,income2014IA,income2016IA,income_20,income_25,income_30,income_35,assets_20,assets_25,assets_30,assets_35,debts_20,debts_25,debts_30,debts_35,total_n_incarcerated,total_months_incarcerated,months_longest_incarceration,months_first_incarceration,number_jobs_since20,Incarcerated,RelativeDied,Homeless,HHHospital,HHJail,NumSchoolsAttended
0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,NA,1,0,0,0,1,I,I,I,0,13,100,0,V,V,8,1,V,V,V,3,V,21,NA,NA,NA,NA,NA,NA,45964.8,14664,10439.4,8118,NA,NA,NA,NA,NA,NA,NA,NA,10400,NA,NA,NA,0,0,NA,NA,0,0,V,V,1,7,7,7,4,1,NA,NA,NA,NA,3
0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,14,0,0,I,I,11,1,V,V,V,2,V,V,NA,724.5,NA,NA,2085,NA,957.6,18330,NA,34095.6,31178,29928,30036.6,16531.2,15866.4,27772.5,NA,NA,665,23200,24150,NA,0,0,33250,NA,0,1000,0,V,0,0,V,V,7,0,0,0,0,0,2
0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,I,I,I,0,15,0,0,I,I,12,2,V,V,V,2,0,V,NA,NA,7011.9,68350.536,41700,37984.8,24897.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25840,NA,NA,NA,NA,NA,NA,NA,1750,10000,0,0,0,0,V,V,10,0,1,0,1,0,2
0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,V,V,V,0,16,0,0,1,0,12,2,V,V,V,2,0,V,NA,NA,NA,2232,41700,45981.6,NA,NA,34798,34095.6,32736.9,35913.6,32767.2,38572.8,31680,36225,34305.66,37400,27800,25830,26400,30906,278,NA,834,10529.25,0,6589,6900,2073,0,0,V,V,1,0,1,0,0,0,2
0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,V,V,V,0,16,12,20,0,0,9,0,V,V,V,1,0,V,501.84,9660,NA,NA,NA,NA,478.8,NA,NA,NA,25397.5988,NA,NA,NA,NA,NA,13453.2,15400,NA,NA,NA,12120,0,0,0,0,0,0,0,0,0,0,V,V,8,0,0,0,1,0,1
0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,I,I,I,0,16,0,6,V,V,10,1,I,I,V,1,0,V,NA,NA,2103.57,NA,NA,9996,28728,NA,NA,NA,46767,NA,NA,NA,NA,NA,NA,8800,NA,NA,NA,NA,180.7,556,3475,0,0,1400,550,I,0,0,V,V,11,0,0,0,0,0,1
0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,2,2,0,16,16,42,0,0,15,2,V,V,V,2,0,25,5018.4,2173.5,NA,1116,NA,4598.16,NA,NA,NA,NA,NA,22446,27306,44083.2,13200,12075,NA,51700,NA,NA,11000,NA,139,0,1390,278,1000,8000,7000,10000,1,6,6,6,18,1,0,0,0,0,2
0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,2,2,0,16,0,12,0,0,17,4,3,1,3,2,0,V,0,483,4674.6,17856,35445,51979.2,53625.6,64155,60896.5,51955.2,46767,52374,13653,56481.6,39600,90170.0625,84082.5,136400,23630,39360,33000,75750,0,16.68,30580,83400,0,10000,35000,14000,0,0,V,V,6,0,0,0,0,0,2
0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,2,2,0,13,6,6,0,0,16,4,V,V,V,2,V,V,125.46,NA,NA,NA,NA,NA,NA,5499,NA,3247.2,1091.23,NA,430.0695,NA,NA,NA,NA,35200,3900,349.65,NA,NA,390,0,5200,NA,1000,500,I,V,0,0,V,V,6,0,1,0,0,0,2
0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,V,V,V,0,16,0,0,0,I,17,4,V,V,3,1,0,V,2760.12,4709.25,11686.5,NA,14595,17393.04,15321.6,NA,48717.2,43837.2,45208.1,NA,49150.8,49593.6,47916,45885,NA,49500,9730,33210,39930,NA,0,2085,NA,NA,0,58580,53100,59300,0,0,V,V,11,0,1,0,1,1,1
0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,V,V,V,0,15,34,0,I,0,11,1,V,V,V,2,50,V,752.76,4830,11686.5,NA,NA,27988.8,38304,NA,NA,NA,NA,29928,NA,30307.2,39600,NA,NA,5500,19040,NA,33000,5000,0,0,0,34,0,0,0,0,0,0,V,V,6,0,0,0,1,0,2
0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,I,I,I,0,12,3,3,0,I,12,2,V,V,V,3,V,V,NA,NA,1121.904,NA,NA,1999.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,18112.5,15695.4,22000,NA,NA,14140,NA,0,635,635,NA,0,1000,0,V,0,0,V,V,6,0,0,0,0,0,3
0,1,1,0,0,0,1,0,1,0,0,0,0,0,I,I,I,0,0,0,NA,1,0,1,0,1,V,V,V,0,16,6,0,V,V,15,1,V,V,V,V,V,V,NA,NA,NA,3348,NA,NA,13406.4,NA,8699.5,NA,NA,NA,NA,NA,NA,8452.5,32063.46,NA,NA,NA,NA,28886,0,0,0,0,3000,0,9000,20000,0,0,V,V,10,0,NA,NA,NA,NA,NA
0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,NA,NA,NA,NA,1,1,0,0,0,V,V,V,0,14,6,10,V,V,11,0,V,V,V,V,V,V,NA,241.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4132.8,5280,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,500,0,0,0,0,0,V,V,7,0,NA,NA,NA,NA,NA
0,1,1,0,0,0,1,0,0,0,0,1,0,0,D,0,0,0,0,0,0,0,1,1,0,0,2,2,2,0,12,0,1,V,V,13,2,V,V,3,3,V,V,NA,NA,NA,2232,2085,1651.3392,1915.2,NA,5219.7,9741.6,32736.9,35913.6,20479.5,41328,NA,38640,33633,27500,3810,33600,30300,NA,0,6.35,1270,NA,0,500,20000,V,0,0,V,V,I,0,0,0,0,0,3
0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,V,V,V,0,13,0,0,0,0,12,2,V,V,V,2,V,V,87.822,205.275,NA,669.6,NA,1599.36,1532.16,1833,5219.7,4870.8,NA,448.92,1365.3,NA,3168,9660,7847.7,5500,1300,1110,8400,NA,0,0,0,NA,0,0,0,V,0,0,V,V,9,0,1,0,0,0,2
0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,NA,1,0,0,0,0,V,V,V,0,16,82,0,3,0,8,0,V,V,V,2,25,25,501.84,NA,NA,7812,NA,NA,NA,NA,NA,NA,NA,323.2224,NA,450.4752,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,886,0,0,0,3,81,65,65,1,1,NA,NA,NA,NA,2
0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,16,0,0,0,0,16,2,4,5,5,2,0,V,2509.2,NA,2337.3,4017.6,12510,NA,28728,43992,34798,24354,NA,NA,42324.3,49593.6,59400,NA,NA,60500,8340,18450,49500,NA,417,6950,6255,5212.5,632,8600,50000,68700,0,0,V,V,15,0,0,0,0,0,2
0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,V,V,V,0,12,0,0,0,0,15,3,3,3,3,3,V,V,NA,603.75,NA,NA,2502,3998.4,11491.2,16497,22618.7,22730.4,24942.4,29928,23210.1,66124.8,59400,60375,59418.3,60500,16510,53760,53530,NA,381,1524,7874,NA,16500,6000,20000,V,0,0,V,V,9,0,0,0,0,0,3
0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,2,2,0,16,18,2,V,V,12,2,V,V,V,V,V,V,2837.9052,NA,NA,13392,20433,5997.6,11491.2,16497,17399,NA,9353.4,23942.4,23210.1,22643.6112,21912,10423.14,8968.8,11000,13622,NA,18260,8080,0,208.5,0,1181.5,0,0,0,0,0,0,V,V,2,0,0,0,0,0,NA
0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,2,2,2,0,13,18,25,1,0,12,2,V,V,V,4,V,V,NA,72.45,NA,4486.32,3127.5,7996.8,28728,31161,17399,32472,NA,NA,NA,NA,NA,24150,NA,NA,22100,NA,21000,NA,0,NA,14300,NA,0,V,I,V,0,0,V,V,I,0,1,0,0,0,4
0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,2,0,15,0,0,0,0,15,3,V,V,3,2,0,V,NA,1255.8,NA,2678.4,1167.6,15993.6,1723.68,21996,10439.4,16236,2338.35,1795.68,26041.7322,27552,18480,966,2242.2,4400,10880,1785,15400,4000,340,272,0,272,610,8000,9050,12800,0,0,V,V,8,0,1,0,0,0,2
0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,V,V,V,0,15,61,0,I,I,8,0,V,V,V,3,0,18,NA,NA,NA,NA,NA,1999.2,NA,NA,NA,NA,NA,323.2224,NA,281.0304,NA,NA,107.6256,NA,1360,NA,NA,NA,0,0,0,0,0,0,0,0,I,NA,I,I,5,NA,1,0,0,0,3
0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,2,2,2,0,14,20,0,0,0,14,3,V,V,4,2,V,V,NA,2415,4674.6,NA,8340,NA,16279.2,NA,34798,8118,15589,20660.7948,31401.9,NA,3960,NA,NA,NA,11305,16016.12,NA,NA,0,0,0,0,0,10000,I,20000,0,0,V,V,9,0,0,0,0,0,2
0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,13,0,0,0,0,12,2,V,V,V,6,V,V,NA,2415,NA,NA,NA,NA,15321.6,NA,NA,21106.8,23383.5,29928,16383.6,13776,19800,33810,11211,44000,NA,13320,29400,NA,0,0,8840,NA,0,0,4000,V,0,0,V,V,10,0,1,0,0,0,6
1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,0,0,1,0,0,V,V,V,0,14,0,0,0,0,16,3,V,V,V,1,V,V,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23419.2,NA,20527.5,NA,49500,NA,NA,17850,NA,NA,0,399,0,V,5090,31000,89250,0,0,V,V,5,0,NA,NA,NA,NA,1
0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,V,V,V,0,14,3,7,I,I,12,2,I,I,I,3,V,V,50.184,2415,1869.84,669.6,4170,NA,19152,40326,86995,66567.6,70150.5,74820,68265,86788.8,113520,108675,134532,NA,13300,58000,94500,NA,0,0,13300,266,7100,18000,11000,0,0,0,V,V,14,0,1,0,0,0,3
0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,15,0,0,I,I,11,0,V,V,V,2,0,V,NA,9660,9349.2,NA,NA,NA,NA,21996,34798,37342.8,38972.5,38906.4,NA,45460.8,44880,55545,44844,31900,NA,29750,37400,29000,0,0,6800,NA,0,6000,16500,154000,0,0,V,V,7,0,1,0,0,0,2
0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,0,15,0,0,0,0,17,4,V,V,4,2,0,V,NA,NA,4674.6,8928,7297.5,13994.4,22982.4,21996,27838.4,34095.6,40531.4,35913.6,36863.1,37195.2,43560,41055,29148.6,33000,9520,30940,36300,30000,0,102,24480,108800,0,21000,30000,3000,0,0,V,V,9,0,1,0,0,0,2
0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,0,12,0,0,0,0,18,5,V,V,4,2,V,V,NA,NA,NA,NA,NA,9996,3830.4,5499,6959.6,6494.4,14030.1,38906.4,40959,39950.4,39204,41658.75,42601.8,49500,5080,32480,38380,NA,0,12827,5715,NA,4000,48150,59000,V,0,0,V,V,4,0,1,0,0,0,2
0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,0,12,0,0,0,0,16,4,V,V,4,2,V,V,NA,NA,NA,NA,NA,8996.4,3830.4,5499,5219.7,6494.4,46767,59856,58707.9,55104,59400,56752.5,50449.5,62700,3810,44800,45450,NA,0,74930,26670,NA,2500,32300,10400,V,0,0,V,V,7,0,1,0,0,0,2
0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,2,2,2,0,15,0,0,0,0,12,2,V,V,3,2,0,V,NA,693.105,NA,NA,16680,NA,NA,NA,NA,NA,46767,20949.6,28671.3,19286.4,18480,NA,15695.4,NA,NA,35700,15400,NA,0,3400,0,NA,0,15800,900,V,0,0,V,V,I,0,1,0,0,0,2
0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,2,2,2,0,15,10,0,0,0,13,2,V,V,3,2,0,V,NA,NA,NA,NA,25020,7996.8,7660.8,3666,5219.7,24354,31178,20949.6,2321.01,6888,34320,38640,33633,38500,5440,23800,28600,35000,0,0,3400,0,500,0,0,8000,0,0,V,V,16,0,1,0,0,0,2
0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,V,V,V,0,14,0,1,1,0,14,2,V,V,V,2,V,V,NA,NA,9349.2,4464,10425,NA,17236.8,27352.026,29578.3,32472,34295.8,20201.4,5734.26,31684.8,42900,55214.145,42601.8,51700,11970,15660,48012.3,NA,0,0,5320,19950,0,0,176000,85000,0,0,V,V,14,0,1,0,0,0,2
0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,V,V,V,0,15,212,0,0,0,10,1,V,V,I,3,0,18,87.822,NA,11686.5,4464,NA,NA,34473.6,NA,31318.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2,186,169,17,2,1,1,0,0,0,3
0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,2,2,1,12,7,3,I,I,14,3,V,V,V,2,V,V,NA,NA,NA,NA,0,NA,2872.8,NA,19138.9,NA,26501.3,NA,NA,48216,63360,NA,NA,38500,13970,39200,NA,NA,9398,15875,4445,NA,0,14097,0,V,0,0,V,V,3,0,1,0,0,0,2
0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,V,V,V,0,12,12,0,I,I,12,2,V,V,I,3,5,V,NA,NA,NA,NA,NA,NA,NA,3666,NA,3247.2,7794.5,NA,NA,NA,NA,8452.5,NA,22000,NA,NA,NA,NA,0,0,0,NA,0,700,5000,V,0,0,V,V,4,0,1,0,0,0,3
0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,V,V,V,0,13,35,3,I,I,15,2,V,V,I,3,V,V,NA,NA,NA,NA,2919,NA,NA,NA,86.995,NA,NA,NA,NA,NA,39600,NA,NA,NA,NA,NA,NA,NA,0,650,0,NA,0,46000,20500,V,0,0,V,V,I,0,1,0,1,0,3
0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,15,0,0,0,0,14,2,V,V,3,2,25,V,NA,NA,NA,NA,NA,NA,NA,NA,NA,24354,31178,11971.2,NA,20664,13200,NA,NA,17600,NA,23800,11000,16000,0,0,0,0,0,1000,5050,0,0,0,V,V,8,0,1,0,0,0,2
0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,0,16,0,0,1,0,20,6,4,6,6,3,0,V,7527.6,4830,28047.6,33480,NA,17992.8,17236.8,16497,52197,40590,49884.8,49381.2,38911.05,37195.2,35640,55545,56055,60500,NA,30750,29700,50500,15060.65,1565.14,28495,55600,15000,0,17600,31000,0,0,V,V,6,0,0,0,1,0,3
0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,2,2,2,1,16,6,26,0,0,13,2,V,V,V,2,1,22,2007.36,33925.92,30384.9,29016,47955,NA,NA,NA,NA,24354,38972.5,46388.4,NA,27552,NA,NA,NA,NA,31970,18450,NA,NA,695,3475,0,0,0,700,15000,0,4,92,72,4,I,1,1,0,0,1,2
0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,V,V,V,1,16,0,0,1,0,10,1,I,I,V,2,20,20,NA,NA,59014.4877,17856,NA,NA,NA,NA,NA,NA,NA,NA,382.284,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,V,V,1,93,93,93,3,1,0,0,1,0,2
0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,NA,0,0,0,0,1,V,V,V,0,13,0,0,I,I,NA,1,V,V,V,3,V,I,NA,483,NA,NA,NA,NA,NA,NA,13919.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,V,I,NA,I,I,1,NA,NA,NA,NA,NA,3
0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,2,2,2,1,14,12,26,I,I,15,2,V,V,V,2,V,V,NA,NA,3739.68,NA,5212.5,NA,61286.4,43992,62636.4,58449.6,70150.5,52374,65534.4,79900.8,72600,NA,69508.2,99000,42560,40600,NA,NA,159.6,9310,9443,25270,10000,29000,10000,5000,0,0,V,V,1,0,1,0,0,1,2
0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,V,V,V,0,16,0,0,I,I,11,1,V,V,V,3,0,V,NA,NA,8180.55,40176,52125,NA,NA,NA,36537.9,30848.4,46767,43395.6,39593.7,NA,NA,36225,39238.5,38500,34750,23370,NA,35350,0,0,278,139,0,650,0,0,0,0,V,V,1,0,NA,NA,NA,NA,3
0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,V,V,V,0,14,4,50,V,V,8,1,V,V,V,V,V,V,NA,5796,1636.11,NA,NA,19992,NA,NA,NA,3247.2,NA,NA,NA,1102.08,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,66500,0,0,0,0,0,0,V,V,6,0,1,0,0,0,NA
0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2,0,14,86,0,1,0,10,1,V,V,V,2,V,V,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,V,0,0,V,V,1,0,0,0,0,0,2
0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,2,2,0,12,0,0,0,0,12,2,V,V,V,2,V,V,NA,193.2,NA,NA,1084.2,NA,NA,NA,2609.85,16236,NA,53870.4,30036.6,NA,0,24150,NA,38500,1905,NA,NA,NA,0,1905,1905,NA,1000,15000,1200,V,0,0,V,V,8,0,0,0,0,0,2
0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,2,2,1,0,15,0,0,0,0,17,4,4,5,V,2,0,V,8192.538,4830,14023.8,13392,2085,7996.8,11491.2,NA,19208.496,32472,40531.4,56863.2,49150.8,34440,9240,43470,NA,39600,5440,30940,7700,36000,0,680,0,7072,0,43000,43000,83750,0,0,V,V,11,0,0,0,1,0,2
0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,V,V,V,0,14,16,0,1,0,14,2,I,I,V,6,V,27,NA,927.36,NA,6696,NA,NA,574.56,54990,66116.2,NA,NA,47884.8,NA,NA,NA,NA,NA,NA,399,37120,NA,NA,2394,1299.41,0,0,0,15000,11000,11000,2,77,46,31,9,1,1,0,1,0,6
0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,14,0,0,0,0,14,2,3,3,V,2,V,V,NA,16905,4674.6,20088,6255,31987.2,34473.6,34827,26098.5,25977.6,40531.4,42797.04,39593.7,33751.2,31680,39847.5,42601.8,55000,23940,33176,34650,NA,0,1064,3455.34,665,0,72000,44350,5000,0,0,V,V,11,0,0,0,0,0,2
0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,V,V,V,0,13,0,0,I,I,18,5,I,I,V,4,V,V,65.2392,483,2804.76,22320,41700,41983.2,53625.6,69654,86995,130652.7156,17147.9,156153.8292,68265,48216,85800,84525,100899,104500,49400,55500,73500,NA,20997.6,6500,227500,NA,13000,45000,22500,V,0,0,V,V,7,0,0,0,0,0,4
0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,V,V,V,0,12,0,2,1,0,13,2,1,I,V,3,V,19,150.552,NA,2804.76,NA,NA,NA,NA,NA,NA,NA,NA,11971.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,11000,V,1,12,12,12,4,1,1,0,0,0,3
0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,1,1,0,1,0,0,1,1,1,0,0,0,1,V,V,V,0,15,24,0,I,I,11,1,4,4,V,3,0,20,3136.5,966,NA,NA,NA,84882.0336,NA,NA,NA,NA,1122.408,NA,NA,2341.92,NA,NA,33633,NA,57742.88,856.8,NA,NA,34000,0,0,NA,34000,0,0,V,2,131,95,95,7,1,1,1,0,1,3
0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,NA,1,0,0,0,0,V,V,V,0,14,24,0,I,I,9,0,V,V,V,3,V,V,NA,2415,NA,4464,0,NA,NA,NA,NA,NA,NA,NA,27306,NA,NA,NA,112110,NA,NA,NA,NA,NA,NA,3325,0,NA,V,700,0,V,0,0,V,V,I,0,NA,NA,NA,NA,3
0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,NA,1,0,0,0,1,V,V,V,0,13,86,0,1,0,9,1,V,V,V,5,V,28,NA,2415,5609.52,NA,NA,NA,NA,NA,NA,NA,NA,4489.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,V,0,0,V,1,17,17,17,I,1,NA,NA,NA,NA,5
0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2,2,2,0,14,10,13,V,V,15,2,I,I,V,V,V,V,NA,2040.675,4674.6,NA,NA,NA,NA,NA,NA,16236,NA,17956.8,4095.9,4132.8,NA,41055,NA,7700,NA,13920,35700,NA,0,0,0,3325,0,I,22000,6425,0,0,V,V,I,0,1,0,0,0,NA
1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,14,0,0,1,0,12,2,1,I,V,5,V,V,250.92,96.6,NA,NA,NA,NA,NA,NA,0,NA,23383.5,22446,20479.5,17908.8,19800,30187.5,NA,NA,NA,17400,26250,NA,1064,1330,532,NA,0,1300,300,V,0,0,V,V,I,0,0,0,0,0,5
1,1,0,1,0,0,1,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,V,V,V,NA,12,0,0,0,0,6,0,V,V,V,1,V,V,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V,V,V,V,0,0,V,V,0,0,NA,NA,NA,NA,1
0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,2,2,1,14,2,0,0,0,20,2,3,3,V,2,V,V,25.092,241.5,934.92,4464,6255,3998.4,3830.4,29328,29578.3,32472,51443.7,56863.2,54612,60476.64,54780,50715,42601.8,44000,2660,44080,44100,NA,0,133,27132,83790,1000,7000,36500,67445,0,0,V,V,10,0,0,0,0,0,2
0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,V,V,V,0,14,0,0,0,0,10,0,V,V,V,5,V,19,NA,NA,46.746,NA,NA,11995.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3,5,3,2,2,1,0,1,0,0,5
0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,V,V,V,0,16,0,0,V,V,9,1,V,V,V,V,V,V,NA,1255.8,NA,NA,NA,5797.68,5362.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,834,400,0,0,0,0,0,V,V,7,0,1,0,0,0,NA
1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,0,14,0,10,0,0,10,0,V,V,V,2,V,V,NA,NA,NA,446.4,NA,25989.6,34473.6,21996,38277.8,3084.84,NA,53870.4,NA,NA,26400,NA,NA,NA,23940,41760,NA,NA,0,0,0,NA,0,0,I,V,0,0,V,V,3,0,0,0,0,0,2
1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,2,2,0,12,4,0,0,0,12,2,3,2,V,3,V,V,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.27,0,NA,0,500,0,V,0,0,V,V,1,0,1,0,0,0,3
0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,V,V,V,0,13,3,0,I,I,NA,1,V,V,V,3,V,V,301.104,0,NA,NA,NA,3998.4,NA,NA,NA,NA,NA,4489.2,NA,NA,NA,6037.5,28027.5,27500,NA,NA,5250,NA,0,0,0,NA,0,0,0,V,0,0,V,V,9,0,0,0,0,1,3
